station,date,aqi,pm25_ug_m3,pm10_ug_m3,no2_ug_m3,so2_ug_m3,co_mg_m3,o3_ug_m3,nh3_ug_m3,daily_aqi_definition,temperature_2m_mean,relative_humidity_2m_mean,wind_speed_10m_max,pressure_msl_mean,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_rolling_mean_3,aqi_rolling_mean_7,aqi_next_day,day_of_week,month,day_of_year_sin,day_of_year_cos
"Ballygunge, Kolkata - WBPCB",2025-04-07,42.0,15.21,41.56,14.12,5.8,0.46,27.33,23.75,mean_of_source_observations,30.0,68,16.4,1010.1,67.0,87.0,89.0,81.0,72.71428571428571,32.0,0,4,0.9952176027737294,-0.09768276782171598
"Ballygunge, Kolkata - WBPCB",2025-04-08,32.0,12.92,31.92,13.25,4.21,0.45,25.16,23.53,mean_of_source_observations,29.4,69,10.6,1012.7,42.0,67.0,87.0,65.33333333333333,66.71428571428571,33.0,1,4,0.9933900548258936,-0.11478762552212701
"Ballygunge, Kolkata - WBPCB",2025-04-09,33.0,8.43,25.85,13.7,8.52,0.39,33.01,23.65,mean_of_source_observations,29.9,63,15.2,1010.4,32.0,42.0,67.0,47.0,61.714285714285715,31.0,2,4,0.9912685467787256,-0.13185851571739118
"Ballygunge, Kolkata - WBPCB",2025-04-10,31.0,7.94,31.13,13.18,3.6,0.44,28.62,22.82,mean_of_source_observations,29.2,64,13.4,1006.5,33.0,32.0,42.0,35.666666666666664,58.714285714285715,41.0,3,4,0.9888537064205885,-0.1488903868564548
"Ballygunge, Kolkata - WBPCB",2025-04-11,41.0,14.0,41.16,16.23,3.71,0.57,39.18,24.31,mean_of_source_observations,28.1,71,9.4,1004.9,31.0,33.0,32.0,32.0,54.42857142857143,45.0,4,4,0.986146248341595,-0.16587819893463143
"Ballygunge, Kolkata - WBPCB",2025-04-12,45.0,13.99,40.65,14.9,5.77,0.58,45.03,23.48,mean_of_source_observations,28.9,74,10.3,1006.3,41.0,31.0,33.0,35.0,47.57142857142857,71.0,5,4,0.9831469737221499,-0.1828169249850199
"Ballygunge, Kolkata - WBPCB",2025-04-13,71.0,37.33,71.37,19.07,8.9,0.74,68.77,23.14,mean_of_source_observations,28.8,76,9.7,1008.1,45.0,41.0,31.0,39.0,41.57142857142857,71.0,6,4,0.9798567700958665,-0.1997015525660636
"Ballygunge, Kolkata - WBPCB",2025-04-14,71.0,35.15,71.01,19.35,7.6,0.75,54.55,23.62,mean_of_source_observations,28.6,75,18.8,1008.8,71.0,45.0,41.0,52.333333333333336,42.142857142857146,72.0,0,4,0.9762766110869321,-0.21652708524481437
"Ballygunge, Kolkata - WBPCB",2025-04-15,72.0,37.36,72.1,17.4,5.98,0.84,66.17,22.93,mean_of_source_observations,28.2,69,9.4,1009.5,71.0,71.0,45.0,62.333333333333336,46.285714285714285,70.0,1,4,0.9724075561219968,-0.23328854407545518
"Ballygunge, Kolkata - WBPCB",2025-04-16,70.0,32.94,70.46,14.97,6.08,0.84,39.32,22.99,mean_of_source_observations,29.1,71,14.6,1008.6,72.0,71.0,71.0,71.33333333333333,52.0,56.0,2,4,0.9682507501166718,-0.2499809690726521
"Ballygunge, Kolkata - WBPCB",2025-04-17,56.0,25.62,55.66,15.45,4.06,0.68,35.08,23.55,mean_of_source_observations,27.1,80,17.0,1007.2,70.0,72.0,71.0,71.0,57.285714285714285,44.0,3,4,0.9638074231367307,-0.26659942067929354
"Ballygunge, Kolkata - WBPCB",2025-04-18,44.0,18.51,41.31,18.74,2.38,0.78,44.08,24.76,mean_of_source_observations,26.9,81,13.0,1006.4,56.0,70.0,72.0,66.0,60.857142857142854,64.0,4,4,0.9590788900341131,-0.28313898122818354
"Ballygunge, Kolkata - WBPCB",2025-04-19,64.0,31.9,64.48,20.31,4.08,0.98,21.57,26.33,mean_of_source_observations,27.7,81,8.2,1005.4,44.0,56.0,70.0,56.666666666666664,61.285714285714285,62.0,5,4,0.9540665500578387,-0.2995947563972602
"Ballygunge, Kolkata - WBPCB",2025-04-20,62.0,29.94,61.59,16.09,2.58,0.85,20.83,25.87,mean_of_source_observations,30.0,80,12.8,1005.5,64.0,44.0,56.0,54.666666666666664,64.0,61.0,6,4,0.9487718864399473,-0.31596187665790293
"Ballygunge, Kolkata - WBPCB",2025-04-21,61.0,28.53,61.18,14.71,3.47,0.74,20.99,23.74,mean_of_source_observations,31.0,80,17.3,1006.8,62.0,64.0,44.0,56.666666666666664,62.714285714285715,69.0,0,4,0.9431964659565866,-0.33223549871590435
"Ballygunge, Kolkata - WBPCB",2025-04-22,69.0,36.19,68.52,14.39,3.05,0.78,21.29,23.43,mean_of_source_observations,31.2,77,17.3,1006.8,61.0,62.0,64.0,62.333333333333336,61.285714285714285,82.0,1,4,0.9373419384643772,-0.3484108069446808
"Ballygunge, Kolkata - WBPCB",2025-04-23,82.0,35.78,82.35,15.21,3.43,0.88,20.64,23.24,mean_of_source_observations,32.7,69,16.2,1004.2,69.0,61.0,62.0,64.0,60.857142857142854,71.0,2,4,0.9312100364121947,-0.3644830148102912
"Ballygunge, Kolkata - WBPCB",2025-04-24,71.0,30.22,71.15,13.23,3.57,0.78,21.13,22.82,mean_of_source_observations,32.2,73,19.8,1004.2,82.0,69.0,61.0,70.66666666666667,62.57142857142857,58.0,3,4,0.9248025743285089,-0.38044736628785164
"Ballygunge, Kolkata - WBPCB",2025-04-25,58.0,22.13,57.93,16.71,3.22,0.81,20.57,24.2,mean_of_source_observations,32.3,73,20.0,1004.9,71.0,82.0,69.0,74.0,64.71428571428571,46.0,4,4,0.9181214482844365,-0.39629913726891813
"Ballygunge, Kolkata - WBPCB",2025-04-26,46.0,13.25,45.71,12.42,3.89,0.76,20.69,22.7,mean_of_source_observations,31.4,72,19.6,1005.7,58.0,71.0,82.0,70.33333333333333,66.71428571428571,60.0,5,4,0.9111686353326631,-0.41203363695942635
"Ballygunge, Kolkata - WBPCB",2025-04-27,60.0,33.85,59.91,21.34,7.53,1.05,20.25,24.79,mean_of_source_observations,32.1,62,13.7,1007.2,46.0,58.0,71.0,58.333333333333336,64.14285714285714,83.0,6,4,0.9039461929224011,-0.42764620926777464
"Ballygunge, Kolkata - WBPCB",2025-07-03,38.0,22.69,36.69,19.69,4.92,0.6,26.07,28.29,mean_of_source_observations,28.0,89,11.5,999.1,46.0,46.0,45.0,45.666666666666664,36.714285714285715,39.0,3,7,-0.023651127245231586,-0.9997202729664083
"Ballygunge, Kolkata - WBPCB",2025-07-04,39.0,23.16,37.63,27.3,4.84,0.64,25.35,33.55,mean_of_source_observations,27.6,90,13.0,999.3,38.0,46.0,46.0,43.333333333333336,39.0,37.0,4,7,-0.04084439154329611,-0.9991655196610109
"Ballygunge, Kolkata - WBPCB",2025-07-05,37.0,22.29,35.85,22.48,5.84,0.66,25.66,31.0,mean_of_source_observations,27.7,89,10.0,997.9,39.0,38.0,46.0,41.0,40.42857142857143,44.0,5,7,-0.05802556932878035,-0.9983150972033183
"Ballygunge, Kolkata - WBPCB",2025-07-06,44.0,18.83,28.74,20.63,5.89,0.87,25.65,30.47,mean_of_source_observations,27.1,89,8.9,996.5,37.0,39.0,38.0,38.0,41.714285714285715,55.0,6,7,-0.07518957641475855,-0.9971692572470178
"Ballygunge, Kolkata - WBPCB",2025-07-07,55.0,14.84,20.56,24.21,4.83,1.09,24.49,34.11,mean_of_source_observations,26.6,93,12.7,996.3,44.0,37.0,39.0,40.0,42.142857142857146,64.0,0,7,-0.09233133369539122,-0.9957283388645872
"Ballygunge, Kolkata - WBPCB",2025-07-08,64.0,14.74,21.3,24.86,4.66,1.28,29.54,35.1,mean_of_source_observations,26.0,94,11.4,996.6,55.0,44.0,37.0,45.333333333333336,43.57142857142857,71.0,1,7,-0.10944576864891556,-0.993992768446958
"Ballygunge, Kolkata - WBPCB",2025-07-09,71.0,18.42,27.92,28.91,4.72,1.42,40.35,33.76,mean_of_source_observations,27.0,88,16.8,998.5,64.0,55.0,44.0,54.333333333333336,46.142857142857146,36.0,2,7,-0.12652781683868314,-0.9919630595773397
"Ballygunge, Kolkata - WBPCB",2025-07-10,36.0,19.46,31.5,29.15,4.79,0.24,34.03,44.23,mean_of_source_observations,27.8,87,13.9,999.9,71.0,64.0,55.0,63.333333333333336,49.714285714285715,39.0,3,7,-0.1435724234118113,-0.9896398128792412
"Ballygunge, Kolkata - WBPCB",2025-07-11,39.0,23.55,38.44,28.97,4.39,0.42,33.84,54.69,mean_of_source_observations,28.4,86,9.7,999.9,36.0,71.0,64.0,57.0,49.42857142857143,44.0,4,7,-0.16057454459499376,-0.9870237158387383
"Ballygunge, Kolkata - WBPCB",2025-07-12,44.0,26.38,44.29,27.58,5.38,0.45,27.7,57.64,mean_of_source_observations,28.8,88,13.1,1000.2,39.0,36.0,71.0,48.666666666666664,49.42857142857143,45.0,5,7,-0.17752914918703497,-0.984115542601034
"Ballygunge, Kolkata - WBPCB",2025-07-13,45.0,26.66,44.86,24.79,4.27,0.58,28.54,56.84,mean_of_source_observations,28.5,88,11.5,1000.4,44.0,39.0,36.0,39.666666666666664,50.42857142857143,35.0,6,7,-0.19443122004766195,-0.9809161537413774
"Ballygunge, Kolkata - WBPCB",2025-07-14,35.0,19.29,29.69,27.72,5.2,0.62,24.65,55.47,mean_of_source_observations,26.3,94,22.9,998.9,45.0,44.0,39.0,42.666666666666664,50.57142857142857,35.0,0,7,-0.2112757555821793,-0.9774264960104055
"Ballygunge, Kolkata - WBPCB",2025-07-15,35.0,21.17,33.56,25.17,4.84,0.62,31.56,50.69,mean_of_source_observations,27.6,89,13.9,1000.0,35.0,45.0,44.0,41.333333333333336,47.714285714285715,35.0,1,7,-0.2280577712215198,-0.9736476020539838
"Ballygunge, Kolkata - WBPCB",2025-07-16,35.0,21.19,33.6,25.59,4.16,0.59,22.25,38.81,mean_of_source_observations,28.4,87,14.2,1002.5,35.0,35.0,45.0,38.333333333333336,43.57142857142857,37.0,2,7,-0.24477230089725957,-0.9695805901076308
"Ballygunge, Kolkata - WBPCB",2025-07-17,37.0,22.28,35.84,27.11,3.94,0.59,21.98,35.06,mean_of_source_observations,29.4,82,13.9,1003.9,35.0,35.0,35.0,35.0,38.42857142857143,47.0,3,7,-0.2614143985111562,-0.965226663665613
"Ballygunge, Kolkata - WBPCB",2025-07-18,47.0,20.57,32.31,37.65,4.26,0.63,21.11,30.35,mean_of_source_observations,29.0,86,8.7,1003.0,37.0,35.0,35.0,35.666666666666664,38.57142857142857,47.0,4,7,-0.2779791393987801,-0.9605871111248129
"Ballygunge, Kolkata - WBPCB",2025-07-19,47.0,22.05,35.38,37.69,4.04,0.86,20.07,30.29,mean_of_source_observations,29.9,81,11.6,999.5,47.0,37.0,35.0,39.666666666666664,39.714285714285715,47.0,5,7,-0.2944616217868012,-0.9556633054034704
"Ballygunge, Kolkata - WBPCB",2025-07-20,47.0,18.6,29.4,37.79,4.0,0.84,20.94,30.35,mean_of_source_observations,29.7,83,8.8,999.4,47.0,47.0,37.0,43.666666666666664,40.142857142857146,47.0,6,7,-0.3108569682435036,-0.9504567035349151
"Ballygunge, Kolkata - WBPCB",2025-07-21,47.0,19.64,32.0,37.86,4.37,0.86,21.68,30.35,mean_of_source_observations,29.1,84,9.8,1000.4,47.0,47.0,47.0,47.0,40.42857142857143,47.0,0,7,-0.3271603271220951,-0.9449688462364056
"Ballygunge, Kolkata - WBPCB",2025-07-22,47.0,15.45,21.79,37.81,4.6,0.85,20.17,30.27,mean_of_source_observations,29.8,81,11.1,998.9,47.0,47.0,47.0,47.0,42.142857142857146,47.0,1,7,-0.34336687399638804,-0.939201357453208
"Ballygunge, Kolkata - WBPCB",2025-07-23,47.0,18.15,27.34,37.82,4.93,0.93,20.72,30.23,mean_of_source_observations,30.7,76,11.3,995.6,47.0,47.0,47.0,47.0,43.857142857142854,59.0,2,7,-0.3594718130884232,-0.9331559438780432
"Ballygunge, Kolkata - WBPCB",2025-07-24,59.0,21.51,34.28,37.83,3.7,1.18,20.27,30.28,mean_of_source_observations,29.9,83,10.8,993.2,47.0,47.0,47.0,47.0,45.57142857142857,59.0,3,7,-0.3754703786876202,-0.9268343944460494
"Ballygunge, Kolkata - WBPCB",2025-07-25,59.0,14.03,18.87,37.71,4.12,1.19,19.71,30.35,mean_of_source_observations,27.7,90,19.9,991.0,59.0,47.0,47.0,51.0,48.714285714285715,61.0,4,7,-0.3913578365610259,-0.9202385798054075
"Ballygunge, Kolkata - WBPCB",2025-07-26,61.0,12.98,16.72,37.62,3.79,1.22,19.78,30.19,mean_of_source_observations,28.3,86,19.5,996.7,59.0,59.0,47.0,55.0,50.42857142857143,61.0,5,7,-0.4071294853542516,-0.9133704517637858
"Ballygunge, Kolkata - WBPCB",2025-07-27,61.0,14.77,20.39,37.77,4.73,1.23,19.39,30.33,mean_of_source_observations,29.3,84,10.4,997.8,61.0,59.0,59.0,59.666666666666664,52.42857142857143,66.0,6,7,-0.4227806579826773,-0.9062320427107697
"Ballygunge, Kolkata - WBPCB",2025-07-28,66.0,17.07,26.54,37.93,3.36,1.32,23.5,30.21,mean_of_source_observations,28.3,88,9.6,998.3,61.0,61.0,59.0,60.333333333333336,54.42857142857143,48.0,0,7,-0.4383067230125192,-0.898825465016444
"Ballygunge, Kolkata - WBPCB",2025-07-29,48.0,23.88,39.14,38.05,3.86,0.5,22.95,30.31,mean_of_source_observations,27.4,92,11.9,998.9,66.0,61.0,61.0,62.666666666666664,57.142857142857146,47.0,1,7,-0.45370308603134424,-0.8911529104063088
"Ballygunge, Kolkata - WBPCB",2025-07-30,47.0,15.75,22.39,37.81,3.44,0.46,22.16,30.27,mean_of_source_observations,27.1,91,13.4,999.4,48.0,66.0,61.0,58.333333333333336,57.285714285714285,47.0,2,7,-0.46896519100763184,-0.8832166493127127
"Ballygunge, Kolkata - WBPCB",2025-07-31,47.0,22.08,35.43,37.97,4.04,0.46,21.47,30.25,mean_of_source_observations,27.4,92,10.8,1000.0,47.0,48.0,66.0,53.666666666666664,57.285714285714285,47.0,3,7,-0.48408852163897587,-0.8750190302029955
"Ballygunge, Kolkata - WBPCB",2025-08-01,47.0,27.13,45.83,37.87,3.53,0.46,22.12,30.24,mean_of_source_observations,28.6,88,11.1,1000.3,47.0,47.0,48.0,47.333333333333336,55.57142857142857,61.0,4,8,-0.4990686026885319,-0.8665624788845385
"Ballygunge, Kolkata - WBPCB",2025-08-02,61.0,34.4,60.78,37.7,3.61,0.39,23.46,30.36,mean_of_source_observations,28.9,88,11.8,1001.4,47.0,47.0,47.0,47.0,53.857142857142854,60.0,5,8,-0.5139010013093103,-0.8578494977869301
"Ballygunge, Kolkata - WBPCB",2025-08-03,60.0,34.12,60.22,37.76,3.46,0.28,22.62,30.18,mean_of_source_observations,29.0,87,17.8,1004.1,61.0,47.0,47.0,51.666666666666664,53.857142857142854,52.0,6,8,-0.5285813283559292,-0.8488826652214553
"Ballygunge, Kolkata - WBPCB",2025-08-04,52.0,29.96,51.63,37.95,3.88,0.32,22.38,30.31,mean_of_source_observations,29.0,86,12.6,1005.3,60.0,61.0,47.0,56.0,53.714285714285715,51.0,0,8,-0.5431052396834317,-0.8396646346181327
"Ballygunge, Kolkata - WBPCB",2025-08-05,51.0,29.79,51.29,37.8,4.0,0.4,21.93,30.29,mean_of_source_observations,28.4,89,15.4,1005.5,52.0,60.0,61.0,57.666666666666664,51.714285714285715,47.0,1,8,-0.5574684374327892,-0.8301981337405212
"Ballygunge, Kolkata - WBPCB",2025-08-06,47.0,24.36,40.14,37.72,4.03,0.44,20.49,30.17,mean_of_source_observations,27.5,89,9.0,1004.3,51.0,52.0,60.0,54.333333333333336,52.142857142857146,55.0,2,8,-0.5716666713027052,-0.8204859638785327
"Ballygunge, Kolkata - WBPCB",2025-08-07,55.0,31.52,54.86,37.74,4.19,0.51,18.39,30.24,mean_of_source_observations,27.3,91,11.0,1003.4,47.0,51.0,52.0,50.0,52.142857142857146,47.0,3,8,-0.5856957398073508,-0.8105309990194823
"Ballygunge, Kolkata - WBPCB",2025-08-08,47.0,22.31,35.9,37.71,5.09,0.34,17.34,30.17,mean_of_source_observations,27.3,87,11.9,1005.8,55.0,47.0,51.0,51.0,53.285714285714285,48.0,4,8,-0.5995514915196489,-0.8003361849976323
"Ballygunge, Kolkata - WBPCB",2025-08-09,48.0,16.18,23.3,38.06,3.8,0.34,19.1,30.24,mean_of_source_observations,27.9,84,15.3,1007.4,47.0,55.0,47.0,49.666666666666664,53.285714285714285,47.0,5,8,-0.6132298262997502,-0.7899045386224707
"Ballygunge, Kolkata - WBPCB",2025-08-10,47.0,15.63,22.16,37.57,4.17,0.35,18.98,30.17,mean_of_source_observations,29.6,79,14.4,1005.4,48.0,47.0,55.0,50.0,51.42857142857143,47.0,6,8,-0.6267266965083301,-0.7792391467859886
"Ballygunge, Kolkata - WBPCB",2025-08-11,47.0,16.74,24.45,37.58,3.89,0.4,19.08,30.21,mean_of_source_observations,29.2,85,9.3,1003.8,47.0,48.0,47.0,47.333333333333336,49.57142857142857,47.0,0,8,-0.6400381082043503,-0.7683431655492202
"Ballygunge, Kolkata - WBPCB",2025-08-12,47.0,23.21,37.78,37.73,3.55,0.45,19.21,30.31,mean_of_source_observations,29.7,83,9.5,1001.9,47.0,47.0,48.0,47.333333333333336,48.857142857142854,47.0,1,8,-0.65316012232693,-0.7572198192083127
"Ballygunge, Kolkata - WBPCB",2025-08-13,47.0,14.59,20.01,37.83,4.35,0.44,20.41,30.28,mean_of_source_observations,28.2,87,9.5,1003.4,47.0,47.0,47.0,47.0,48.285714285714285,47.0,2,8,-0.666088855860977,-0.7458723993404063
"Ballygunge, Kolkata - WBPCB",2025-08-14,47.0,18.91,28.92,37.75,3.66,0.38,24.25,30.29,mean_of_source_observations,27.8,87,14.3,1003.9,47.0,47.0,47.0,47.0,48.285714285714285,47.0,3,8,-0.6788204829862355,-0.734304263829602
"Ballygunge, Kolkata - WBPCB",2025-08-15,47.0,15.22,23.53,37.69,3.9,0.34,21.38,30.21,mean_of_source_observations,28.1,86,12.2,1002.1,47.0,47.0,47.0,47.0,47.142857142857146,47.0,4,8,-0.6913512362094071,-0.722518835873311
"Ballygunge, Kolkata - WBPCB",2025-08-16,47.0,13.25,21.39,37.89,3.97,0.34,20.79,30.27,mean_of_source_observations,28.8,84,9.5,1001.0,47.0,47.0,47.0,47.0,47.142857142857146,47.0,5,8,-0.7036774074790128,-0.7105196029692745
"Ballygunge, Kolkata - WBPCB",2025-08-17,47.0,12.99,20.84,37.97,3.94,0.34,20.14,30.24,mean_of_source_observations,28.8,83,13.7,1001.9,47.0,47.0,47.0,47.0,47.0,47.0,6,8,-0.7157953492826642,-0.6983101158835584
"Ballygunge, Kolkata - WBPCB",2025-08-18,47.0,11.37,17.51,37.84,3.63,0.34,20.0,30.22,mean_of_source_observations,28.2,84,17.8,1003.0,47.0,47.0,47.0,47.0,47.0,47.0,0,8,-0.7277014757264236,-0.6858939875998223
"Ballygunge, Kolkata - WBPCB",2025-08-19,47.0,11.64,18.05,37.6,4.17,0.27,20.03,30.41,mean_of_source_observations,27.7,86,19.1,1002.4,47.0,47.0,47.0,47.0,47.0,47.0,1,8,-0.7393922635959241,-0.673274892250183
"Ballygunge, Kolkata - WBPCB",2025-08-20,47.0,12.39,19.69,37.87,3.15,0.28,22.49,30.23,mean_of_source_observations,27.8,86,17.1,1003.0,47.0,47.0,47.0,47.0,47.0,47.0,2,8,-0.7508642533989489,-0.6604565640279754
"Ballygunge, Kolkata - WBPCB",2025-08-21,47.0,17.18,29.46,37.93,3.77,0.38,19.59,30.32,mean_of_source_observations,26.7,93,13.3,1003.5,47.0,47.0,47.0,47.0,47.0,47.0,3,8,-0.7621140503891487,-0.6474427960827475
"Ballygunge, Kolkata - WBPCB",2025-08-22,47.0,19.71,34.68,37.73,3.63,0.38,19.48,30.22,mean_of_source_observations,26.5,92,13.3,1000.8,47.0,47.0,47.0,47.0,47.0,47.0,4,8,-0.7731383255706026,-0.6342374393978054
"Ballygunge, Kolkata - WBPCB",2025-08-23,47.0,15.61,26.26,37.78,3.24,0.4,18.23,30.28,mean_of_source_observations,26.5,90,13.9,1000.1,47.0,47.0,47.0,47.0,47.0,47.0,5,8,-0.7839338166829201,-0.620844401650647
"Ballygunge, Kolkata - WBPCB",2025-08-24,47.0,19.88,35.01,37.83,3.84,0.4,18.42,30.2,mean_of_source_observations,27.4,86,17.8,1002.7,47.0,47.0,47.0,47.0,47.0,48.0,6,8,-0.7944973291665992,-0.6072676460566135
"Ballygunge, Kolkata - WBPCB",2025-08-25,48.0,24.31,44.12,38.01,3.7,0.41,18.3,30.19,mean_of_source_observations,28.0,86,9.2,1003.1,47.0,47.0,47.0,47.0,47.0,47.0,0,8,-0.8048257371083452,-0.593511190196115
"Ballygunge, Kolkata - WBPCB",2025-08-26,47.0,20.72,36.76,37.69,3.55,0.41,18.03,30.2,mean_of_source_observations,28.7,83,10.3,1003.4,48.0,47.0,47.0,47.333333333333336,47.142857142857146,48.0,1,8,-0.8149159841660791,-0.5795791048257612
"Ballygunge, Kolkata - WBPCB",2025-08-27,48.0,18.85,32.9,38.01,3.73,0.27,17.73,30.21,mean_of_source_observations,28.2,84,15.2,1002.7,47.0,48.0,47.0,47.333333333333336,47.142857142857146,47.0,2,8,-0.8247650844733614,-0.5654755126737576
"Ballygunge, Kolkata - WBPCB",2025-08-28,47.0,17.46,30.03,37.88,3.45,0.25,17.9,30.29,mean_of_source_observations,27.8,86,17.4,1003.5,48.0,47.0,48.0,47.666666666666664,47.285714285714285,47.0,3,8,-0.8343701235229537,-0.5512045872199277
"Ballygunge, Kolkata - WBPCB",2025-08-29,47.0,17.43,29.97,37.77,3.17,0.32,18.29,30.25,mean_of_source_observations,27.3,89,13.6,1005.3,47.0,48.0,47.0,47.333333333333336,47.285714285714285,47.0,4,8,-0.8437282590292712,-0.5367705514607103
"Ballygunge, Kolkata - WBPCB",2025-08-30,47.0,18.91,33.01,37.69,3.25,0.36,18.08,30.37,mean_of_source_observations,27.4,90,10.8,1006.2,47.0,47.0,48.0,47.333333333333336,47.285714285714285,47.0,5,8,-0.8528367217694595,-0.522177676659508
"Ballygunge, Kolkata - WBPCB",2025-08-31,47.0,20.8,36.91,37.92,3.8,0.45,17.37,30.25,mean_of_source_observations,28.9,86,6.9,1003.9,47.0,47.0,47.0,47.0,47.285714285714285,68.0,6,8,-0.8616928164028521,-0.5074302810827518
"Ballygunge, Kolkata - WBPCB",2025-09-01,68.0,35.85,67.89,37.93,3.31,0.7,17.44,30.27,mean_of_source_observations,29.6,82,12.2,1000.5,47.0,47.0,47.0,47.0,47.285714285714285,47.0,0,9,-0.8702939222685674,-0.49253272872205434
"Ballygunge, Kolkata - WBPCB",2025-09-02,47.0,19.69,34.65,37.7,3.56,0.7,17.29,30.22,mean_of_source_observations,27.5,87,16.1,1000.9,68.0,47.0,47.0,54.0,50.142857142857146,47.0,1,9,-0.8786374941610001,-0.4774894280028391
"Ballygunge, Kolkata - WBPCB",2025-09-03,47.0,15.19,25.38,37.84,3.67,0.3,18.18,30.25,mean_of_source_observations,27.0,88,21.9,1002.1,47.0,68.0,47.0,54.0,50.142857142857146,47.0,2,9,-0.886721063082993,-0.46230483047981086
"Ballygunge, Kolkata - WBPCB",2025-09-04,47.0,15.98,26.99,37.66,3.53,0.31,17.41,30.26,mean_of_source_observations,27.5,88,15.2,1004.0,47.0,47.0,68.0,54.0,50.0,47.0,3,9,-0.8945422369764496,-0.4469834295196741
"Ballygunge, Kolkata - WBPCB",2025-09-05,47.0,21.01,37.33,37.85,4.53,0.31,19.03,30.27,mean_of_source_observations,28.2,86,11.2,1005.4,47.0,47.0,47.0,47.0,50.0,47.0,4,9,-0.9020987014301837,-0.43152975897147144
"Ballygunge, Kolkata - WBPCB",2025-09-06,47.0,25.67,46.95,37.98,10.84,0.37,22.58,30.13,mean_of_source_observations,28.9,84,8.5,1006.4,47.0,47.0,47.0,47.0,50.0,47.0,5,9,-0.9093882203647925,-0.4159483918249421
"Ballygunge, Kolkata - WBPCB",2025-09-07,47.0,21.4,38.13,37.76,5.66,0.26,24.65,30.37,mean_of_source_observations,29.1,80,10.8,1005.6,47.0,47.0,47.0,47.0,50.0,47.0,6,9,-0.9164086366943458,-0.4002439388573056
"Ballygunge, Kolkata - WBPCB",2025-09-08,47.0,21.6,38.55,37.73,5.48,0.29,23.53,30.32,mean_of_source_observations,29.2,80,7.7,1005.4,47.0,47.0,47.0,47.0,50.0,47.0,0,9,-0.9231578729647039,-0.38442104726885545
"Ballygunge, Kolkata - WBPCB",2025-09-09,47.0,22.13,39.66,37.63,4.21,0.33,27.57,30.17,mean_of_source_observations,29.7,78,11.0,1006.0,47.0,47.0,47.0,47.0,47.0,48.0,1,9,-0.9296339319682695,-0.3684843993077793
"Ballygunge, Kolkata - WBPCB",2025-09-10,48.0,19.91,35.09,38.05,4.5,0.25,29.14,30.19,mean_of_source_observations,30.4,76,11.2,1005.2,47.0,47.0,47.0,47.0,47.0,47.0,2,9,-0.9358348973349941,-0.35243871088460327
"Ballygunge, Kolkata - WBPCB",2025-09-11,47.0,18.1,31.35,37.8,3.43,0.26,27.4,30.18,mean_of_source_observations,29.5,81,16.2,1005.1,48.0,47.0,47.0,47.333333333333336,47.142857142857146,47.0,3,9,-0.9417589340994617,-0.33628873017668287
"Ballygunge, Kolkata - WBPCB",2025-09-12,47.0,15.55,26.11,37.61,4.37,0.32,25.87,30.36,mean_of_source_observations,28.3,86,15.3,1006.3,47.0,48.0,47.0,47.333333333333336,47.142857142857146,48.0,4,9,-0.9474042892438845,-0.32003923622313857
"Ballygunge, Kolkata - WBPCB",2025-09-13,48.0,12.76,20.36,38.0,5.01,0.3,25.17,30.31,mean_of_source_observations,28.0,86,13.9,1007.2,47.0,47.0,48.0,47.333333333333336,47.142857142857146,47.0,5,9,-0.9527692922168511,-0.30369503751065885
"Ballygunge, Kolkata - WBPCB",2025-09-14,47.0,12.41,19.66,37.86,4.39,0.31,25.98,30.22,mean_of_source_observations,27.8,88,14.1,1007.3,48.0,47.0,47.0,47.333333333333336,47.285714285714285,47.0,6,9,-0.9578523554276669,-0.28726097055059635
"Ballygunge, Kolkata - WBPCB",2025-09-15,47.0,10.88,16.5,37.81,4.02,0.31,27.45,30.28,mean_of_source_observations,26.3,92,11.0,1006.5,47.0,48.0,47.0,47.333333333333336,47.285714285714285,47.0,0,9,-0.9626519747161487,-0.2707418984477642
"Ballygunge, Kolkata - WBPCB",2025-09-16,47.0,12.09,19.0,37.81,3.11,0.25,27.21,30.23,mean_of_source_observations,26.9,89,14.0,1006.7,47.0,47.0,48.0,47.333333333333336,47.285714285714285,47.0,1,9,-0.9671667297977312,-0.2541427094613622
