station,date,aqi,pm25_ug_m3,pm10_ug_m3,no2_ug_m3,so2_ug_m3,co_mg_m3,o3_ug_m3,nh3_ug_m3,daily_aqi_definition,temperature_2m_mean,relative_humidity_2m_mean,wind_speed_10m_max,pressure_msl_mean,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_rolling_mean_3,aqi_rolling_mean_7,aqi_next_day,day_of_week,month,day_of_year_sin,day_of_year_cos
"Ballygunge, Kolkata - WBPCB",2024-12-19,158.0,77.46,159.37,37.83,10.0,2.58,23.7,30.21,mean_of_source_observations,21.5,64,8.8,1014.3,291.0,261.0,262.0,271.3333333333333,249.85714285714286,220.0,3,12,-0.19232150523909483,0.9813319716704275
"Ballygunge, Kolkata - WBPCB",2024-12-20,220.0,95.91,167.42,37.79,8.8,1.71,15.39,30.22,mean_of_source_observations,21.3,68,8.9,1013.3,158.0,291.0,261.0,236.66666666666666,242.85714285714286,154.0,4,12,-0.17541259380427843,0.9844950085880858
"Ballygunge, Kolkata - WBPCB",2024-12-21,154.0,76.23,125.99,37.97,7.32,0.97,14.37,30.32,mean_of_source_observations,19.0,86,7.4,1014.0,220.0,158.0,291.0,223.0,237.57142857142858,97.0,5,12,-0.15845177496083632,0.9873667175937016
"Ballygunge, Kolkata - WBPCB",2024-12-22,97.0,58.09,93.9,37.87,7.41,1.36,16.29,30.3,mean_of_source_observations,20.1,83,9.3,1014.4,154.0,220.0,158.0,177.33333333333334,224.57142857142858,184.0,6,12,-0.14144406768794202,0.9899462489023779
"Ballygunge, Kolkata - WBPCB",2024-12-23,184.0,85.11,151.05,37.73,8.7,1.58,19.72,30.29,mean_of_source_observations,21.4,69,9.3,1014.4,97.0,154.0,220.0,157.0,206.14285714285714,131.0,0,12,-0.12439450483979998,0.9922328391893008
"Ballygunge, Kolkata - WBPCB",2024-12-24,131.0,69.33,133.4,37.79,9.31,1.67,80.73,30.15,mean_of_source_observations,21.5,67,7.2,1014.8,184.0,97.0,154.0,145.0,195.0,183.0,1,12,-0.10730813165636247,0.9942258118156161
"Ballygunge, Kolkata - WBPCB",2024-12-25,183.0,84.81,167.52,37.63,10.83,1.93,41.32,30.2,mean_of_source_observations,20.9,75,6.2,1016.7,131.0,184.0,97.0,137.33333333333334,176.42857142857142,172.0,2,12,-0.09019000427034513,0.9959245770286599
"Ballygunge, Kolkata - WBPCB",2024-12-26,172.0,81.74,154.02,37.61,13.25,1.61,68.84,30.24,mean_of_source_observations,22.0,69,7.6,1018.3,183.0,131.0,184.0,166.0,161.0,224.0,3,12,-0.07304518821104743,0.9973286321364752
"Ballygunge, Kolkata - WBPCB",2024-12-27,224.0,97.11,185.47,39.94,11.47,1.95,70.24,31.36,mean_of_source_observations,21.7,65,8.0,1018.3,172.0,183.0,131.0,162.0,163.0,213.0,4,12,-0.05587875690537313,0.9984375616565666
"Ballygunge, Kolkata - WBPCB",2024-12-28,213.0,93.78,182.13,38.52,10.15,2.45,61.86,30.21,mean_of_source_observations,21.6,65,7.6,1016.8,224.0,172.0,183.0,193.0,163.57142857142858,262.0,5,12,-0.03869579017652689,0.9992510374388481
"Ballygunge, Kolkata - WBPCB",2024-12-29,262.0,108.47,200.21,37.93,9.79,3.16,60.78,30.3,mean_of_source_observations,22.1,67,6.4,1016.0,213.0,224.0,172.0,203.0,172.0,156.0,6,12,-0.021501372740813793,0.999768818762748
"Ballygunge, Kolkata - WBPCB",2024-12-30,156.0,76.84,139.82,79.99,10.07,2.03,62.44,65.36,mean_of_source_observations,22.3,69,8.2,1016.6,262.0,213.0,224.0,233.0,195.57142857142858,141.0,0,12,-0.004300592702981974,0.9999907524084426
"Ballygunge, Kolkata - WBPCB",2024-12-31,141.0,72.3,141.44,46.76,11.65,1.04,49.38,34.6,mean_of_source_observations,20.2,68,12.0,1017.1,156.0,262.0,213.0,210.33333333333334,191.57142857142858,148.0,1,12,0.012901459949419653,0.9999167727021953
"Ballygunge, Kolkata - WBPCB",2025-01-01,148.0,74.36,141.79,56.37,11.64,1.43,50.38,27.16,mean_of_source_observations,18.8,70,9.3,1015.4,141.0,156.0,262.0,186.33333333333334,193.0,206.0,2,1,0.017201575418260506,0.9998520419557735
"Ballygunge, Kolkata - WBPCB",2025-01-02,206.0,91.95,162.89,59.68,10.22,1.46,56.42,27.74,mean_of_source_observations,17.7,70,9.5,1015.9,148.0,141.0,156.0,148.33333333333334,188.0,280.0,3,1,0.03439806061360801,0.9994082116062598
"Ballygunge, Kolkata - WBPCB",2025-01-03,280.0,114.05,219.58,80.61,9.3,2.28,50.1,46.41,mean_of_source_observations,17.6,71,9.2,1015.7,206.0,148.0,141.0,165.0,192.85714285714286,305.0,4,1,0.051584366869408364,0.9986686402879997
"Ballygunge, Kolkata - WBPCB",2025-01-04,305.0,126.76,226.7,83.02,8.5,2.44,51.84,49.64,mean_of_source_observations,19.5,73,8.0,1014.3,280.0,206.0,148.0,211.33333333333334,200.85714285714286,237.0,5,1,0.06875540848113941,0.9976335468520451
"Ballygunge, Kolkata - WBPCB",2025-01-05,237.0,100.95,182.7,102.28,6.43,1.11,48.92,56.96,mean_of_source_observations,20.2,73,5.8,1014.6,305.0,280.0,206.0,263.6666666666667,214.0,217.0,6,1,0.08590610426133272,0.9963032375991965
"Ballygunge, Kolkata - WBPCB",2025-01-06,217.0,95.14,178.1,117.56,7.27,1.61,58.59,61.25,mean_of_source_observations,20.1,74,6.5,1013.8,237.0,305.0,280.0,274.0,210.42857142857142,207.0,0,1,0.10303137904317879,0.9946781061893646
"Ballygunge, Kolkata - WBPCB",2025-01-07,207.0,92.22,167.48,47.52,10.11,1.77,61.79,31.98,mean_of_source_observations,21.4,71,9.1,1012.8,217.0,237.0,305.0,253.0,219.14285714285714,148.0,1,1,0.1201261651823505,0.9927586335250793
"Ballygunge, Kolkata - WBPCB",2025-01-08,148.0,74.36,135.97,35.84,9.41,1.84,50.65,29.12,mean_of_source_observations,19.6,67,10.5,1014.8,207.0,217.0,237.0,220.33333333333334,228.57142857142858,143.0,2,1,0.13718540405660057,0.9905453876091833
"Ballygunge, Kolkata - WBPCB",2025-01-09,143.0,72.8,142.13,42.66,8.57,1.45,75.18,31.01,mean_of_source_observations,18.6,69,8.3,1017.2,148.0,207.0,217.0,190.66666666666666,228.57142857142858,279.0,3,1,0.1542040475626894,0.988039023376751
"Ballygunge, Kolkata - WBPCB",2025-01-10,279.0,113.69,213.63,65.58,12.44,1.54,70.23,36.82,mean_of_source_observations,18.9,64,9.8,1018.6,143.0,148.0,207.0,166.0,219.57142857142858,307.0,4,1,0.17117705961019986,0.985240282501282
"Ballygunge, Kolkata - WBPCB",2025-01-11,307.0,129.31,217.98,94.03,9.42,3.22,75.15,43.93,mean_of_source_observations,19.2,67,6.7,1018.1,279.0,143.0,148.0,190.0,219.42857142857142,305.0,5,1,0.18809941761179758,0.9821499931752291
"Ballygunge, Kolkata - WBPCB",2025-01-12,305.0,126.6,219.98,87.87,7.66,4.43,80.15,42.51,mean_of_source_observations,20.6,67,5.2,1016.9,307.0,279.0,143.0,243.0,219.71428571428572,301.0,6,1,0.20496611396949532,0.9787690698649216
"Ballygunge, Kolkata - WBPCB",2025-01-13,301.0,121.33,223.08,73.92,14.19,3.02,70.22,50.29,mean_of_source_observations,21.7,64,7.3,1015.0,305.0,307.0,279.0,297.0,229.42857142857142,306.0,0,1,0.22177215755648186,0.975098513039961
"Ballygunge, Kolkata - WBPCB",2025-01-14,306.0,127.41,233.94,105.45,10.96,4.37,55.88,71.12,mean_of_source_observations,21.9,63,8.3,1017.3,301.0,305.0,307.0,304.3333333333333,241.42857142857142,210.0,1,1,0.23851257519407648,0.9711394088771653
"Ballygunge, Kolkata - WBPCB",2025-01-15,210.0,92.98,163.02,58.95,12.22,1.4,64.44,47.64,mean_of_source_observations,20.8,62,11.6,1018.1,306.0,301.0,305.0,304.0,255.57142857142858,183.0,2,1,0.2551824131233728,0.9668929289391521
"Ballygunge, Kolkata - WBPCB",2025-01-16,183.0,84.8,161.55,50.73,17.73,1.48,59.43,39.03,mean_of_source_observations,20.0,64,7.8,1017.4,210.0,306.0,301.0,272.3333333333333,264.42857142857144,230.0,3,1,0.2717767384711357,0.9623603298276545
"Ballygunge, Kolkata - WBPCB",2025-01-17,230.0,98.91,170.55,76.1,13.29,1.47,58.59,47.28,mean_of_source_observations,20.7,63,9.0,1016.2,183.0,210.0,306.0,233.0,270.14285714285717,219.0,4,1,0.2882906407095177,0.9575429528116719
"Ballygunge, Kolkata - WBPCB",2025-01-18,219.0,95.64,163.66,67.72,13.3,1.98,62.35,38.55,mean_of_source_observations,20.8,63,10.6,1015.6,230.0,183.0,210.0,207.66666666666666,263.14285714285717,177.0,5,1,0.3047192331091634,0.9524422234305676
"Ballygunge, Kolkata - WBPCB",2025-01-19,177.0,83.0,159.34,72.16,12.23,2.63,73.15,44.43,mean_of_source_observations,20.7,62,11.6,1014.5,219.0,230.0,183.0,210.66666666666666,250.57142857142858,198.0,6,1,0.321057654185271,0.9470596510722283
"Ballygunge, Kolkata - WBPCB",2025-01-20,198.0,89.54,160.03,65.14,12.89,2.01,74.66,37.85,mean_of_source_observations,20.0,62,10.7,1012.8,177.0,219.0,230.0,208.66666666666666,232.28571428571428,217.0,0,1,0.3373010691361842,0.9413968285264122
"Ballygunge, Kolkata - WBPCB",2025-01-21,217.0,95.07,185.2,76.91,10.64,1.47,79.24,45.14,mean_of_source_observations,21.1,66,10.1,1011.9,198.0,177.0,219.0,198.0,217.57142857142858,192.0,1,1,0.3534446712740877,0.9354554315134164
"Ballygunge, Kolkata - WBPCB",2025-01-22,192.0,87.52,171.59,103.0,10.81,2.14,78.85,59.24,mean_of_source_observations,22.3,63,8.9,1012.6,217.0,198.0,177.0,197.33333333333334,204.85714285714286,273.0,2,1,0.3694836834473831,0.9292372181882051
"Ballygunge, Kolkata - WBPCB",2025-01-23,273.0,111.97,199.33,62.09,9.4,2.83,57.14,43.8,mean_of_source_observations,22.3,71,6.7,1013.2,192.0,217.0,198.0,202.33333333333334,202.28571428571428,228.0,3,1,0.38541335945432564,0.9227440286201427
"Ballygunge, Kolkata - WBPCB",2025-01-24,228.0,98.55,178.52,60.99,8.7,0.64,69.44,45.65,mean_of_source_observations,22.7,75,6.3,1012.4,273.0,192.0,217.0,227.33333333333334,215.14285714285714,213.0,4,1,0.4012289854475009,0.9159777842484877
"Ballygunge, Kolkata - WBPCB",2025-01-25,213.0,94.02,173.86,50.06,8.95,0.7,51.29,31.67,mean_of_source_observations,22.2,75,10.4,1013.4,228.0,273.0,192.0,231.0,214.85714285714286,125.0,5,1,0.4169258813287287,0.908940487313808
"Ballygunge, Kolkata - WBPCB",2025-01-26,125.0,67.53,126.69,39.87,10.08,1.06,82.58,35.04,mean_of_source_observations,21.0,60,10.5,1013.5,213.0,228.0,273.0,238.0,214.0,186.0,6,1,0.4324994021339788,0.901634220265486
"Ballygunge, Kolkata - WBPCB",2025-01-27,186.0,85.75,171.3,49.38,11.33,1.68,93.15,36.76,mean_of_source_observations,20.2,58,9.9,1011.7,125.0,213.0,228.0,188.66666666666666,206.57142857142858,207.0,0,1,0.44794493940789115,0.8940611451454876
"Ballygunge, Kolkata - WBPCB",2025-01-28,207.0,92.21,180.61,50.97,16.24,2.12,96.39,37.67,mean_of_source_observations,21.1,64,8.7,1012.9,186.0,125.0,213.0,174.66666666666666,204.85714285714286,127.0,1,1,0.4632579225674917,0.88622350294858
"Ballygunge, Kolkata - WBPCB",2025-01-29,127.0,68.19,130.37,41.77,8.2,1.19,65.27,36.47,mean_of_source_observations,22.3,75,10.5,1014.6,207.0,186.0,125.0,172.66666666666666,203.42857142857142,90.0,2,1,0.4784338202547012,0.8781236129591848
"Ballygunge, Kolkata - WBPCB",2025-01-30,90.0,49.98,89.89,55.84,8.14,0.63,55.92,48.59,mean_of_source_observations,23.7,77,16.9,1011.0,127.0,207.0,186.0,173.33333333333334,194.14285714285714,85.0,3,1,0.49346814167723735,0.8697638720650646
"Ballygunge, Kolkata - WBPCB",2025-01-31,85.0,45.08,85.36,13.5,10.93,0.64,44.94,41.63,mean_of_source_observations,24.5,80,11.4,1010.8,90.0,127.0,207.0,141.33333333333334,168.0,94.0,4,1,0.5083564379375122,0.8611467540480452
"Ballygunge, Kolkata - WBPCB",2025-02-01,94.0,51.29,93.96,15.83,5.81,1.54,32.86,26.56,mean_of_source_observations,24.8,84,7.3,1011.7,85.0,90.0,127.0,100.66666666666667,147.57142857142858,134.0,5,2,0.5230943033491326,0.8522748088519838
"Ballygunge, Kolkata - WBPCB",2025-02-02,134.0,70.11,127.77,25.47,5.86,1.83,30.97,25.49,mean_of_source_observations,24.9,81,7.4,1011.8,94.0,85.0,90.0,89.66666666666667,130.57142857142858,188.0,6,2,0.5376773767406141,0.8431506618282
"Ballygunge, Kolkata - WBPCB",2025-02-03,188.0,86.53,163.65,30.84,5.74,2.35,70.82,34.33,mean_of_source_observations,25.0,68,8.1,1012.6,134.0,94.0,85.0,104.33333333333333,131.85714285714286,137.0,0,2,0.5521013427459208,0.8337770129585915
"Ballygunge, Kolkata - WBPCB",2025-02-04,137.0,71.02,142.55,44.23,9.32,2.35,89.69,24.8,mean_of_source_observations,24.2,54,9.2,1012.8,188.0,134.0,94.0,138.66666666666666,132.14285714285714,198.0,1,2,0.5663619330814524,0.8241566360566663
"Ballygunge, Kolkata - WBPCB",2025-02-05,198.0,89.39,160.94,40.64,8.71,1.56,76.58,27.86,mean_of_source_observations,24.9,61,9.1,1011.0,137.0,188.0,134.0,153.0,122.14285714285714,112.0,2,2,0.580454927809098,0.8142923779467267
"Ballygunge, Kolkata - WBPCB",2025-02-06,112.0,61.55,118.46,39.0,9.04,1.81,72.54,28.72,mean_of_source_observations,25.8,64,11.2,1011.7,198.0,137.0,188.0,174.33333333333334,132.28571428571428,121.0,3,2,0.5943761565849831,0.804187157621448
"Ballygunge, Kolkata - WBPCB",2025-02-07,121.0,62.55,131.52,29.61,10.08,2.24,84.75,26.08,mean_of_source_observations,23.0,41,9.5,1013.9,112.0,198.0,137.0,149.0,135.42857142857142,130.0,4,2,0.6081214998935418,0.7938439653781019
"Ballygunge, Kolkata - WBPCB",2025-02-08,130.0,67.96,144.29,46.8,10.98,1.36,84.87,29.22,mean_of_source_observations,22.0,48,10.9,1014.2,121.0,112.0,198.0,143.66666666666666,140.57142857142858,155.0,5,2,0.6216868902665479,0.7832658619336791
"Ballygunge, Kolkata - WBPCB",2025-02-09,155.0,76.53,153.46,50.24,8.71,1.62,97.53,28.98,mean_of_source_observations,22.3,49,9.1,1013.5,130.0,121.0,112.0,121.0,145.71428571428572,131.0,6,2,0.6350683134867438,0.7724559775191742
"Ballygunge, Kolkata - WBPCB",2025-02-10,131.0,69.4,135.48,35.68,9.5,1.51,87.21,26.1,mean_of_source_observations,23.6,69,9.9,1013.5,155.0,130.0,121.0,135.33333333333334,148.71428571428572,99.0,0,2,0.6482618097757122,0.7614175109532997
"Ballygunge, Kolkata - WBPCB",2025-02-11,99.0,50.72,99.04,30.48,8.02,0.78,69.44,25.97,mean_of_source_observations,25.2,73,10.4,1012.2,131.0,155.0,130.0,138.66666666666666,140.57142857142858,95.0,1,2,0.6612634749656386,0.7501537286959042
"Ballygunge, Kolkata - WBPCB",2025-02-12,95.0,49.03,95.43,31.05,8.79,0.78,68.34,30.01,mean_of_source_observations,25.8,71,8.7,1011.9,99.0,131.0,155.0,128.33333333333334,135.14285714285714,113.0,2,2,0.6740694616546161,0.7386679638813748
"Ballygunge, Kolkata - WBPCB",2025-02-13,113.0,55.66,119.14,45.08,6.88,2.21,52.36,61.55,mean_of_source_observations,26.2,69,9.7,1011.1,95.0,99.0,131.0,108.33333333333333,120.42857142857143,138.0,3,2,0.6866759803451553,0.726963615332308
"Ballygunge, Kolkata - WBPCB",2025-02-14,138.0,71.26,149.59,53.1,8.94,2.55,69.71,67.49,mean_of_source_observations,24.2,39,11.6,1011.9,113.0,95.0,99.0,102.33333333333333,120.57142857142857,192.0,4,2,0.6990793005655562,0.7150441465537444
"Ballygunge, Kolkata - WBPCB",2025-02-15,192.0,87.68,151.43,53.98,12.73,1.81,70.92,62.01,mean_of_source_observations,24.4,45,11.3,1011.5,138.0,113.0,95.0,115.33333333333333,123.0,128.0,5,2,0.7112757519738152,0.7029130847082615
"Ballygunge, Kolkata - WBPCB",2025-02-16,128.0,68.4,106.24,28.42,7.58,1.73,60.22,41.87,mean_of_source_observations,24.9,66,11.6,1011.7,192.0,138.0,113.0,147.66666666666666,131.85714285714286,84.0,6,2,0.7232617254437388,0.6905740195722294
"Ballygunge, Kolkata - WBPCB",2025-02-17,84.0,50.42,71.67,22.83,5.72,0.5,42.09,39.02,mean_of_source_observations,26.1,72,12.1,1013.1,128.0,192.0,138.0,152.66666666666666,128.0,73.0,0,2,0.7350336741329412,0.6780306024735382
"Ballygunge, Kolkata - WBPCB",2025-02-18,73.0,44.04,68.49,23.23,5.49,0.64,53.5,38.12,mean_of_source_observations,25.4,73,13.2,1012.9,84.0,128.0,192.0,134.66666666666666,121.28571428571429,86.0,1,2,0.746588114532413,0.6652865452111116
"Ballygunge, Kolkata - WBPCB",2025-02-19,86.0,51.35,74.16,26.97,4.26,0.59,34.94,42.8,mean_of_source_observations,23.4,82,10.5,1012.6,73.0,84.0,128.0,95.0,117.57142857142857,56.0,2,2,0.7579216274973472,0.6523456189565257
"Ballygunge, Kolkata - WBPCB",2025-02-20,56.0,33.64,53.2,26.23,4.32,0.61,24.57,37.51,mean_of_source_observations,22.8,86,8.0,1014.0,86.0,73.0,84.0,81.0,116.28571428571429,111.0,3,2,0.7690308592589181,0.6392116531380588
"Ballygunge, Kolkata - WBPCB",2025-02-21,111.0,54.84,115.92,36.59,7.24,0.89,22.43,37.48,mean_of_source_observations,23.9,79,8.8,1014.2,56.0,86.0,73.0,71.66666666666667,108.14285714285714,88.0,4,2,0.7799125224167177,0.6258885343075018
"Ballygunge, Kolkata - WBPCB",2025-02-22,88.0,46.67,87.69,32.83,8.19,0.9,21.81,45.98,mean_of_source_observations,23.2,85,12.5,1014.7,111.0,56.0,86.0,84.33333333333333,104.28571428571429,107.0,5,2,0.7905633969115482,0.612380204990065
"Ballygunge, Kolkata - WBPCB",2025-02-24,,,,39.63,7.73,1.03,21.03,43.59,mean_of_source_observations,24.0,74,6.9,1016.3,107.0,88.0,111.0,102.0,86.42857142857143,185.0,0,2,0.8111602420785621,0.5848239578463322
"Ballygunge, Kolkata - WBPCB",2025-03-04,126.0,55.3,139.25,40.34,10.38,1.12,20.56,37.26,mean_of_source_observations,28.0,49,11.5,1009.9,126.0,114.0,106.0,115.33333333333333,159.85714285714286,151.0,1,3,0.8837203473619977,0.4680153284438345
"Ballygunge, Kolkata - WBPCB",2025-03-05,151.0,69.34,177.05,53.23,13.08,1.19,67.35,40.8,mean_of_source_observations,27.4,50,10.5,1009.1,126.0,126.0,114.0,122.0,151.42857142857142,148.0,2,3,0.8916401947968874,0.45274469960737107
"Ballygunge, Kolkata - WBPCB",2025-03-06,148.0,54.09,171.97,35.85,11.34,0.94,63.28,22.97,mean_of_source_observations,25.1,40,11.4,1011.3,151.0,126.0,126.0,134.33333333333334,148.14285714285714,148.0,3,3,0.8992961915530253,0.4373400963303323
"Ballygunge, Kolkata - WBPCB",2025-03-07,148.0,66.44,172.43,44.33,14.35,0.85,75.31,33.08,mean_of_source_observations,25.1,43,10.4,1009.7,148.0,151.0,126.0,141.66666666666666,134.57142857142858,120.0,4,3,0.9066860720977985,0.4218060770826634
"Ballygunge, Kolkata - WBPCB",2025-03-08,120.0,56.17,130.73,26.96,10.85,0.66,55.23,33.46,mean_of_source_observations,26.3,62,12.3,1009.0,148.0,148.0,151.0,149.0,131.28571428571428,98.0,5,3,0.9138076496466615,0.40614723863057883
"Ballygunge, Kolkata - WBPCB",2025-03-09,98.0,45.02,98.44,22.47,6.13,0.3,52.49,33.08,mean_of_source_observations,27.5,64,9.3,1012.5,120.0,148.0,148.0,138.66666666666666,133.28571428571428,97.0,6,3,0.9206588168102428,0.3903682146763026
"Ballygunge, Kolkata - WBPCB",2025-03-10,97.0,46.42,96.98,27.53,9.48,0.57,65.33,33.62,mean_of_source_observations,28.0,59,10.0,1014.5,98.0,120.0,148.0,122.0,131.0,78.0,0,3,0.9272375462179537,0.374473674486883
"Ballygunge, Kolkata - WBPCB",2025-03-11,78.0,36.05,78.0,23.82,14.23,0.52,63.23,33.99,mean_of_source_observations,28.2,50,13.1,1012.3,97.0,98.0,120.0,105.0,126.85714285714286,95.0,1,3,0.9335418911179212,0.35846832151248087
"Ballygunge, Kolkata - WBPCB",2025-03-12,95.0,41.88,94.59,23.77,13.04,0.62,79.4,37.96,mean_of_source_observations,28.7,55,13.0,1008.5,78.0,97.0,98.0,91.0,120.0,99.0,2,3,0.9395699859530622,0.342356891994542
"Ballygunge, Kolkata - WBPCB",2025-03-13,99.0,38.73,99.36,24.75,9.98,0.7,67.22,63.98,mean_of_source_observations,29.9,59,13.2,1006.6,95.0,78.0,97.0,90.0,112.0,93.0,3,3,0.945320046913132,0.3261441535642696
"Ballygunge, Kolkata - WBPCB",2025-03-14,93.0,37.74,92.52,22.32,6.49,0.71,44.27,42.09,mean_of_source_observations,30.3,68,10.3,1008.0,99.0,95.0,78.0,90.66666666666667,105.0,77.0,4,3,0.9507903724625832,0.3098349038318025
"Ballygunge, Kolkata - WBPCB",2025-03-15,77.0,30.9,76.97,20.78,4.09,0.69,39.68,41.4,mean_of_source_observations,31.0,68,12.4,1009.3,93.0,99.0,95.0,95.66666666666667,97.14285714285714,63.0,5,3,0.9559793438440766,0.2934339689665273
"Ballygunge, Kolkata - WBPCB",2025-03-16,63.0,22.53,62.8,22.72,12.59,0.65,41.74,42.74,mean_of_source_observations,30.7,68,18.4,1008.9,77.0,93.0,99.0,89.66666666666667,91.0,74.0,6,3,0.9608854255574977,0.27694620226893646
"Ballygunge, Kolkata - WBPCB",2025-03-17,74.0,33.69,73.93,22.63,5.28,0.88,36.13,39.2,mean_of_source_observations,28.7,72,19.5,1008.7,63.0,77.0,93.0,77.66666666666667,86.0,83.0,0,3,0.9655071658143364,0.2603764827344581
"Ballygunge, Kolkata - WBPCB",2025-03-18,83.0,48.02,82.55,29.78,8.36,0.76,68.49,22.87,mean_of_source_observations,30.2,54,11.2,1009.6,74.0,63.0,77.0,71.33333333333333,82.71428571428571,185.0,1,3,0.969843196967294,0.24372971360968387
"Ballygunge, Kolkata - WBPCB",2025-03-19,185.0,85.41,129.14,25.03,11.06,1.11,64.87,22.27,mean_of_source_observations,29.6,64,12.8,1012.5,83.0,74.0,63.0,73.33333333333333,83.42857142857143,69.0,2,3,0.9738922359149924,0.22701082094141847
"Ballygunge, Kolkata - WBPCB",2025-03-20,69.0,41.17,68.54,25.95,5.84,0.96,44.51,23.05,mean_of_source_observations,29.3,66,13.2,1013.8,185.0,83.0,74.0,114.0,96.28571428571429,89.0,3,3,0.9776530844816641,0.2102247521189836
"Ballygunge, Kolkata - WBPCB",2025-03-21,89.0,51.73,88.98,32.61,11.74,0.97,54.82,24.07,mean_of_source_observations,27.8,61,12.1,1014.8,69.0,185.0,83.0,112.33333333333333,92.0,49.0,4,3,0.981124629771712,0.19337647441020586
"Ballygunge, Kolkata - WBPCB",2025-03-22,49.0,29.28,42.8,24.25,6.04,0.94,27.94,32.07,mean_of_source_observations,23.2,81,15.0,1014.7,89.0,69.0,185.0,114.33333333333333,91.42857142857143,105.0,5,3,0.984305844499033,0.17647097349152166
"Ballygunge, Kolkata - WBPCB",2025-03-23,105.0,61.42,97.81,34.2,11.16,1.22,18.84,34.82,mean_of_source_observations,24.5,75,9.0,1014.6,49.0,89.0,69.0,69.0,87.42857142857143,170.0,6,3,0.9871957872910085,0.15951325197263655
"Ballygunge, Kolkata - WBPCB",2025-03-24,170.0,80.99,148.88,44.54,9.45,1.74,45.16,46.43,mean_of_source_observations,27.0,59,9.9,1013.3,105.0,49.0,89.0,81.0,93.42857142857143,156.0,0,3,0.9897936029670716,0.14250832791617088
"Ballygunge, Kolkata - WBPCB",2025-03-25,156.0,76.71,150.01,39.97,17.06,1.87,68.01,45.44,mean_of_source_observations,28.3,54,10.4,1009.1,170.0,105.0,49.0,108.0,107.14285714285714,80.0,1,3,0.992098522791769,0.12546123335273648
"Ballygunge, Kolkata - WBPCB",2025-03-26,80.0,45.65,79.57,20.44,10.29,1.35,55.98,31.54,mean_of_source_observations,29.5,59,12.5,1006.6,156.0,170.0,105.0,143.66666666666666,117.57142857142857,94.0,2,3,0.9941098647022418,0.10837701279187609
"Ballygunge, Kolkata - WBPCB",2025-03-27,94.0,46.57,94.42,26.4,12.08,0.95,64.28,35.89,mean_of_source_observations,30.8,54,14.1,1004.8,80.0,156.0,170.0,135.33333333333334,102.57142857142857,117.0,3,3,0.9958270335100595,0.09126072172931188
"Ballygunge, Kolkata - WBPCB",2025-03-28,117.0,59.96,125.67,25.36,14.42,1.03,71.04,33.68,mean_of_source_observations,31.7,50,13.2,1004.1,94.0,80.0,156.0,110.0,106.14285714285714,128.0,4,3,0.9972495210773451,0.07411742515094437
"Ballygunge, Kolkata - WBPCB",2025-03-29,128.0,66.83,141.66,28.65,8.86,0.87,78.02,41.57,mean_of_source_observations,31.8,54,12.0,1005.8,117.0,94.0,80.0,97.0,110.14285714285714,102.0,5,3,0.998376906467142,0.056952196034039754
"Ballygunge, Kolkata - WBPCB",2025-03-30,102.0,55.49,103.28,15.73,7.49,0.75,45.17,33.03,mean_of_source_observations,30.8,69,12.1,1008.5,128.0,117.0,94.0,113.0,121.42857142857143,84.0,6,3,0.9992088560679753,0.03977011384605572
"Ballygunge, Kolkata - WBPCB",2025-03-31,84.0,43.89,84.43,13.51,5.0,0.45,40.85,30.34,mean_of_source_observations,30.4,69,14.2,1008.6,102.0,128.0,117.0,115.66666666666667,121.0,67.0,0,3,0.9997451236925734,0.022576263041545485
"Ballygunge, Kolkata - WBPCB",2025-04-01,67.0,33.98,66.87,13.86,6.19,0.54,36.56,23.54,mean_of_source_observations,30.2,68,14.5,1008.4,84.0,102.0,128.0,104.66666666666667,108.71428571428571,54.0,1,4,0.9999855506507186,0.005375731557583884
"Ballygunge, Kolkata - WBPCB",2025-04-02,54.0,26.67,54.33,14.46,8.09,0.51,33.85,24.9,mean_of_source_observations,30.5,66,16.7,1009.7,67.0,84.0,102.0,84.33333333333333,96.0,61.0,2,4,0.9999300657962057,-0.011826390691832589
"Ballygunge, Kolkata - WBPCB",2025-04-03,61.0,30.85,61.45,17.05,11.9,0.63,40.5,25.49,mean_of_source_observations,30.8,64,10.2,1010.7,54.0,67.0,84.0,68.33333333333333,92.28571428571429,89.0,3,4,0.9995786855478958,-0.029025013321975237
"Ballygunge, Kolkata - WBPCB",2025-04-04,89.0,45.38,89.46,21.59,10.26,1.19,43.75,25.53,mean_of_source_observations,29.8,68,9.0,1009.9,61.0,54.0,67.0,60.666666666666664,87.57142857142857,87.0,4,4,0.9989315138848577,-0.046215046983708354
"Ballygunge, Kolkata - WBPCB",2025-04-05,87.0,50.11,86.6,20.31,12.02,1.13,64.09,24.6,mean_of_source_observations,31.4,59,12.4,1007.8,89.0,61.0,54.0,68.0,83.57142857142857,67.0,5,4,0.9979887423155984,-0.06339140486951038
"Ballygunge, Kolkata - WBPCB",2025-04-06,67.0,31.81,67.01,14.48,11.16,0.65,49.77,23.45,mean_of_source_observations,30.9,67,17.8,1007.5,87.0,89.0,61.0,79.0,77.71428571428571,42.0,6,4,0.9967506498213929,-0.08054900421874167
